"","charact","end","film","good","life","make","movi","onli","perform","play","scene","stori","time","veri","work","year","class","bad","plot"
"character(0)869",1,0,0,2,3,0,2,3,0,0,2,0,2,0,0,2,"Positive",0,0
"character(0)870",7,2,0,1,2,0,7,3,5,1,0,1,0,2,0,1,"Positive",0,0
"character(0)871",0,1,0,2,0,3,1,2,0,0,1,0,1,2,0,0,"Positive",0,0
"character(0)872",9,0,0,6,1,2,6,1,0,5,8,2,0,1,1,1,"Positive",0,0
"character(0)873",3,0,0,1,1,4,6,1,2,1,7,0,5,1,1,0,"Positive",0,0
"character(0)874",1,0,0,2,1,0,0,1,0,0,0,0,3,1,0,1,"Positive",0,0
"character(0)875",1,0,0,1,0,3,0,1,1,0,2,2,1,0,0,1,"Positive",0,0
"character(0)876",2,0,0,1,0,0,3,1,0,1,0,2,0,1,1,0,"Positive",0,0
"character(0)877",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,"Positive",0,0
"character(0)878",3,0,0,1,0,0,4,1,2,0,2,0,1,1,1,2,"Positive",0,0
"character(0)879",0,0,0,4,0,2,10,1,1,0,1,0,1,6,0,3,"Positive",0,0
"character(0)880",2,0,0,0,2,2,0,2,0,0,1,0,3,0,1,0,"Positive",0,0
"character(0)881",2,1,0,1,1,1,2,1,0,1,1,0,0,0,0,1,"Positive",0,0
"character(0)882",2,2,0,2,0,1,3,1,0,3,0,1,4,1,2,0,"Positive",0,0
"character(0)883",0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,"Positive",0,0
"character(0)884",0,1,0,1,0,1,1,1,0,6,5,0,0,0,1,1,"Positive",0,0
"character(0)885",1,0,0,0,0,0,1,1,0,2,2,1,0,1,1,0,"Positive",0,0
"character(0)886",0,0,0,0,0,2,2,0,0,1,2,1,1,0,0,1,"Positive",0,0
"character(0)887",5,0,0,0,6,0,4,1,1,2,0,1,3,1,3,0,"Positive",0,0
"character(0)888",3,0,0,1,2,2,1,2,0,1,1,1,0,1,0,2,"Positive",0,0
"character(0)889",2,2,0,2,0,2,11,2,4,0,0,0,2,1,0,1,"Positive",0,0
"character(0)890",0,0,0,2,0,1,0,0,1,1,1,0,0,1,0,0,"Positive",0,0
"character(0)891",1,0,0,0,0,0,6,1,0,2,0,1,1,2,1,0,"Positive",0,0
"character(0)892",1,0,0,0,1,0,7,1,0,1,0,3,1,1,1,2,"Positive",0,0
"character(0)893",4,1,0,3,1,5,10,0,2,1,4,2,1,2,1,1,"Positive",0,0
"character(0)894",1,1,0,4,0,5,1,1,0,3,0,2,5,1,0,0,"Positive",0,0
"character(0)895",2,1,0,1,0,2,1,1,0,0,2,1,0,1,0,0,"Positive",0,0
"character(0)896",1,2,0,0,7,2,1,7,1,3,2,3,0,0,3,1,"Positive",0,0
"character(0)897",6,2,0,7,1,3,1,1,1,0,3,1,2,0,2,2,"Positive",0,0
"character(0)898",3,1,0,0,1,1,0,1,3,2,0,2,0,0,1,2,"Positive",0,0
"character(0)899",0,0,0,0,0,3,3,1,0,2,0,6,1,0,1,2,"Positive",0,0
"character(0)900",7,2,0,4,3,2,24,0,1,1,1,7,2,4,0,1,"Positive",0,0
"character(0)901",1,1,0,1,0,1,10,0,0,0,0,0,0,2,0,1,"Positive",0,0
"character(0)902",8,0,0,1,1,0,1,0,3,3,3,0,0,0,2,0,"Positive",0,0
"character(0)903",3,1,0,4,0,3,5,1,2,3,0,0,4,0,0,0,"Positive",0,0
"character(0)904",3,6,0,1,1,1,1,0,1,0,0,1,0,2,0,0,"Positive",0,0
"character(0)905",2,1,0,0,0,4,3,1,3,2,0,1,1,0,0,1,"Positive",0,0
"character(0)906",1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,"Positive",0,0
"character(0)907",2,2,0,1,2,0,9,1,0,0,0,0,1,2,0,0,"Positive",0,0
"character(0)908",1,1,0,2,0,5,4,2,0,4,4,1,5,1,5,3,"Positive",0,0
"character(0)909",1,0,0,1,0,1,2,1,0,2,1,1,2,1,0,1,"Positive",0,0
"character(0)910",3,2,0,2,0,1,3,3,0,0,1,0,0,0,3,1,"Positive",0,0
"character(0)911",5,0,0,0,0,3,0,3,0,0,1,0,1,0,2,2,"Positive",0,0
"character(0)912",0,2,0,0,0,1,5,0,1,1,0,0,0,1,0,4,"Positive",0,0
"character(0)913",2,0,0,1,0,2,5,2,0,3,1,0,4,3,1,3,"Positive",0,0
"character(0)914",0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,"Positive",0,0
"character(0)915",2,0,0,0,2,3,0,1,0,0,0,0,2,0,0,1,"Positive",0,0
"character(0)916",1,3,0,0,4,1,0,0,1,0,0,0,0,1,0,2,"Positive",0,0
"character(0)917",3,3,0,2,0,0,5,1,0,0,0,2,2,0,0,2,"Positive",0,0
"character(0)918",2,0,0,1,2,0,1,0,0,2,5,5,3,2,0,0,"Positive",0,0
"character(0)919",4,0,0,0,0,4,4,0,1,1,0,1,0,0,1,0,"Positive",0,0
"character(0)920",1,0,0,1,1,2,3,1,1,2,1,0,3,1,0,1,"Positive",0,0
"character(0)921",0,3,0,1,0,0,0,0,1,1,0,2,0,0,0,0,"Positive",0,0
"character(0)922",4,16,0,7,3,4,3,1,6,3,3,1,2,4,2,0,"Positive",0,0
"character(0)923",1,0,0,0,2,0,4,0,4,0,0,0,1,1,0,1,"Positive",0,0
"character(0)924",2,0,0,0,0,3,4,1,0,0,1,1,2,0,0,1,"Positive",0,0
"character(0)925",4,0,0,0,1,1,1,1,0,0,1,3,0,0,0,1,"Positive",0,0
"character(0)926",1,0,0,0,0,1,0,0,2,0,0,1,2,2,1,1,"Positive",0,0
"character(0)927",2,0,0,0,1,3,5,2,0,0,1,1,1,0,0,6,"Positive",0,0
"character(0)928",11,3,0,3,1,5,0,1,3,0,3,1,2,3,0,0,"Positive",0,0
"character(0)929",3,2,0,0,0,4,1,2,0,3,0,3,1,0,2,0,"Positive",0,0
"character(0)930",9,1,0,3,1,7,12,0,0,1,0,3,3,2,3,0,"Positive",0,0
"character(0)931",0,0,0,2,2,0,4,0,1,0,0,1,2,1,2,1,"Positive",0,0
"character(0)932",4,0,0,0,0,0,7,1,0,1,0,2,1,1,0,2,"Positive",0,0
"character(0)933",0,3,0,0,2,3,0,0,0,1,2,7,1,0,0,5,"Positive",0,0
"character(0)934",2,1,0,1,2,0,5,3,3,0,0,0,1,0,1,0,"Positive",0,0
"character(0)935",1,3,0,0,0,2,0,3,1,0,3,6,1,3,2,2,"Positive",0,0
"character(0)936",0,3,0,3,2,6,4,5,1,2,5,2,1,3,1,4,"Positive",0,0
"character(0)937",3,0,0,1,0,1,6,0,0,1,1,0,1,1,0,0,"Positive",0,0
"character(0)938",0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,"Positive",0,0
"character(0)939",1,0,0,1,0,2,9,1,0,0,2,2,2,2,2,1,"Positive",0,0
"character(0)940",0,0,0,1,4,1,0,1,1,2,1,0,1,0,0,0,"Positive",0,0
"character(0)941",3,0,0,0,2,0,5,0,0,0,3,0,1,0,0,2,"Positive",0,0
"character(0)942",3,4,0,1,0,0,0,2,1,5,1,0,3,0,4,0,"Positive",0,0
"character(0)943",0,0,0,0,0,0,0,1,0,2,1,2,4,1,2,0,"Positive",0,0
"character(0)944",1,0,0,0,4,1,2,2,0,0,1,2,0,0,0,4,"Positive",0,0
"character(0)945",2,3,0,0,0,3,2,3,2,2,5,1,3,0,0,0,"Positive",0,0
"character(0)946",20,2,0,3,0,4,5,5,2,2,3,6,2,2,2,2,"Positive",0,0
"character(0)947",0,1,0,1,0,1,9,2,0,0,0,0,0,2,1,1,"Positive",0,0
"character(0)948",3,0,0,0,1,2,1,0,0,0,3,1,0,0,2,0,"Positive",0,0
"character(0)949",1,2,0,1,0,2,3,1,0,1,2,4,2,0,0,1,"Positive",0,0
"character(0)950",0,1,0,4,0,0,2,0,0,1,3,2,2,0,0,0,"Positive",0,0
"character(0)951",2,2,0,0,0,0,4,0,0,0,0,1,0,2,0,0,"Positive",0,0
"character(0)952",1,1,0,3,0,4,1,2,3,1,2,2,1,1,0,0,"Positive",0,0
"character(0)953",0,0,0,0,0,4,4,0,0,0,3,1,5,0,0,2,"Positive",0,0
"character(0)954",2,1,0,0,4,0,3,1,0,0,0,0,0,0,1,2,"Positive",0,0
"character(0)955",4,0,0,3,0,4,1,4,1,3,2,0,3,0,1,1,"Positive",0,0
"character(0)956",0,1,0,0,0,1,0,5,0,0,0,0,1,0,1,0,"Positive",0,0
"character(0)957",0,0,0,0,0,4,7,1,0,2,2,0,0,1,0,0,"Positive",0,0
"character(0)958",0,0,0,0,1,0,0,4,1,0,1,2,1,0,2,4,"Positive",0,0
"character(0)959",8,0,0,2,0,3,4,0,1,5,1,1,2,4,0,0,"Positive",0,0
"character(0)960",3,2,0,1,0,4,1,1,0,0,1,3,0,0,4,0,"Positive",0,0
"character(0)961",1,1,0,0,1,5,3,0,2,1,0,1,2,0,0,1,"Positive",0,0
"character(0)962",4,1,0,0,2,0,0,1,0,0,1,1,1,2,2,0,"Positive",0,0
"character(0)963",3,3,0,3,1,4,6,3,0,0,2,4,0,4,3,0,"Positive",0,0
"character(0)964",0,0,0,1,0,3,9,2,1,2,1,3,0,1,3,0,"Positive",0,0
"character(0)965",1,0,0,0,3,1,1,0,0,1,0,1,1,0,0,0,"Positive",0,0
"character(0)966",3,1,0,0,2,2,0,0,0,0,1,0,0,0,1,1,"Positive",0,0
"character(0)967",1,2,0,2,1,3,18,4,0,0,3,1,1,0,2,1,"Positive",0,0
"character(0)968",2,2,0,1,0,1,0,1,2,0,1,2,2,3,0,1,"Positive",0,0
"character(0)969",0,1,0,0,0,2,1,0,1,1,1,0,2,1,1,1,"Positive",0,0
"character(0)970",3,0,0,2,0,1,5,1,2,0,2,3,0,0,0,0,"Positive",0,0
"character(0)971",2,0,0,2,1,2,1,2,1,0,3,0,4,1,0,1,"Positive",0,0
"character(0)972",0,0,0,2,1,4,2,1,0,2,0,0,0,0,0,0,"Positive",0,0
"character(0)973",6,2,0,3,6,3,5,3,0,4,4,0,4,3,1,0,"Positive",0,0
"character(0)974",2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,"Positive",0,0
"character(0)975",1,3,0,1,3,2,7,1,0,0,1,4,2,0,0,3,"Positive",0,0
"character(0)976",0,0,0,1,0,0,2,0,0,0,0,0,2,2,0,1,"Positive",0,0
"character(0)977",1,1,0,3,0,0,1,1,1,2,0,0,0,2,1,0,"Positive",0,0
"character(0)978",1,0,0,4,0,3,5,0,1,0,1,1,2,0,0,2,"Positive",0,0
"character(0)979",2,2,0,2,2,3,1,1,0,0,0,0,2,0,1,0,"Positive",0,0
"character(0)980",0,0,0,4,0,0,0,0,2,1,1,0,0,0,0,1,"Positive",0,0
"character(0)981",3,2,0,1,0,3,3,1,1,2,2,3,0,1,1,0,"Positive",0,0
"character(0)982",5,0,0,2,0,2,4,3,4,2,0,0,5,7,0,1,"Positive",0,0
"character(0)983",3,0,0,1,0,2,3,1,2,1,0,3,3,0,0,0,"Positive",0,0
"character(0)984",1,1,0,2,1,3,3,1,0,2,0,0,0,0,1,0,"Positive",0,0
"character(0)985",1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,4,"Positive",0,0
"character(0)986",1,2,0,3,0,3,30,6,1,0,6,0,7,0,1,1,"Positive",0,0
"character(0)987",0,0,0,1,0,0,3,0,3,0,0,1,0,0,0,1,"Positive",0,0
"character(0)988",2,1,0,1,0,2,10,1,1,0,2,1,2,2,0,0,"Positive",0,0
"character(0)989",6,0,0,1,1,1,0,0,2,1,3,0,1,4,1,1,"Positive",0,0
"character(0)990",2,0,0,1,3,0,0,3,1,1,0,1,2,0,1,2,"Positive",0,0
"character(0)991",2,1,0,1,0,3,3,1,2,1,0,0,4,0,0,0,"Positive",0,0
"character(0)992",3,0,0,3,6,3,2,3,4,0,1,1,3,5,0,2,"Positive",0,0
"character(0)993",3,1,0,0,0,0,4,1,0,2,2,0,1,1,2,0,"Positive",0,0
"character(0)994",1,0,0,5,1,0,4,0,3,0,0,0,0,1,1,0,"Positive",0,0
"character(0)995",0,7,0,4,0,2,22,1,1,5,0,0,4,6,0,3,"Positive",0,0
"character(0)996",0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,"Positive",0,0
"character(0)997",1,0,0,0,0,4,5,2,1,3,4,2,2,0,0,0,"Positive",0,0
"character(0)998",2,2,0,1,0,1,3,0,2,1,0,0,2,0,1,1,"Positive",0,0
"character(0)999",1,3,0,0,7,0,8,0,1,0,4,4,0,0,1,0,"Positive",0,0
"character(0)1000",3,0,8,2,0,7,7,1,0,1,2,0,0,0,0,0,"Negative",2,1
"character(0)1001",0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1002",3,0,9,0,0,2,3,2,0,1,0,0,2,0,0,0,"Negative",0,2
"character(0)1003",1,0,1,1,0,0,0,2,0,0,1,1,1,0,0,0,"Negative",0,0
"character(0)1004",1,0,3,1,0,0,3,2,0,1,1,3,2,0,0,0,"Negative",2,1
"character(0)1005",0,0,11,2,0,3,2,0,0,0,4,2,3,0,0,0,"Negative",1,1
"character(0)1006",1,0,7,1,0,2,1,2,0,2,0,0,2,0,0,0,"Negative",0,0
"character(0)1007",1,0,0,0,0,0,7,1,0,4,2,0,1,0,0,0,"Negative",1,1
"character(0)1008",2,0,4,0,0,2,3,3,0,2,0,1,4,0,0,0,"Negative",1,0
"character(0)1009",0,0,9,0,0,0,8,1,0,1,2,1,3,0,0,0,"Negative",5,2
"character(0)1010",1,0,3,0,0,2,4,2,0,2,1,0,1,0,0,0,"Negative",0,1
"character(0)1011",0,0,0,1,0,0,5,2,0,4,1,0,2,0,0,0,"Negative",0,0
"character(0)1012",0,0,3,0,0,0,0,2,0,1,2,1,1,0,0,0,"Negative",1,0
"character(0)1013",5,0,1,0,0,3,27,3,0,6,7,2,0,0,0,0,"Negative",2,2
"character(0)1014",4,0,4,0,0,2,1,0,0,1,2,0,3,0,0,0,"Negative",1,1
"character(0)1015",0,0,8,0,0,1,5,1,0,0,0,1,1,0,0,0,"Negative",0,1
"character(0)1016",2,0,0,2,0,0,16,4,0,1,0,1,1,0,0,0,"Negative",3,1
"character(0)1017",1,0,8,0,0,0,10,1,0,0,1,2,2,0,0,0,"Negative",1,2
"character(0)1018",0,0,8,1,0,3,3,1,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1019",5,0,6,0,0,0,4,3,0,0,2,2,0,0,0,0,"Negative",3,0
"character(0)1020",1,0,2,1,0,4,6,2,0,2,2,3,0,0,0,0,"Negative",1,0
"character(0)1021",1,0,2,1,0,1,2,0,0,1,1,1,0,0,0,0,"Negative",0,1
"character(0)1022",1,0,13,2,0,0,9,1,0,4,2,1,0,0,0,0,"Negative",3,0
"character(0)1023",7,0,18,1,0,7,4,1,0,0,4,2,1,0,0,0,"Negative",0,0
"character(0)1024",2,0,2,0,0,1,0,2,0,4,5,0,0,0,0,0,"Negative",1,0
"character(0)1025",2,0,9,0,0,5,1,5,0,2,5,0,3,0,0,0,"Negative",0,0
"character(0)1026",4,0,3,1,0,0,1,3,0,0,0,2,1,0,0,0,"Negative",2,0
"character(0)1027",9,0,9,1,0,2,7,2,0,6,5,3,3,0,0,0,"Negative",6,2
"character(0)1028",0,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,"Negative",1,0
"character(0)1029",0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,"Negative",1,0
"character(0)1030",5,0,8,1,0,1,2,2,0,2,3,4,2,0,0,0,"Negative",0,1
"character(0)1031",3,0,9,0,0,3,5,3,0,2,4,1,3,0,0,0,"Negative",4,0
"character(0)1032",4,0,24,1,0,1,0,2,0,0,9,0,4,0,0,0,"Negative",1,1
"character(0)1033",3,0,4,3,0,5,2,0,0,2,0,2,0,0,0,0,"Negative",0,0
"character(0)1034",0,0,2,0,0,1,1,1,0,3,0,1,2,0,0,0,"Negative",0,0
"character(0)1035",2,0,7,0,0,1,0,1,0,2,0,3,0,0,0,0,"Negative",0,3
"character(0)1036",3,0,3,3,0,0,3,2,0,4,0,0,0,0,0,0,"Negative",0,0
"character(0)1037",3,0,1,0,0,1,4,0,0,1,0,0,1,0,0,0,"Negative",0,1
"character(0)1038",2,0,2,2,0,3,11,1,0,0,3,1,2,0,0,0,"Negative",3,0
"character(0)1039",5,0,4,2,0,4,2,0,0,1,0,5,2,0,0,0,"Negative",0,0
"character(0)1040",1,0,4,2,0,1,0,1,0,0,1,1,0,0,0,0,"Negative",0,2
"character(0)1041",0,0,3,1,0,0,3,1,0,2,1,3,2,0,0,0,"Negative",0,3
"character(0)1042",2,0,1,0,0,1,3,2,0,1,4,0,1,0,0,0,"Negative",0,0
"character(0)1043",1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1044",5,0,4,0,0,1,2,1,0,2,0,3,2,0,0,0,"Negative",2,0
"character(0)1045",2,0,2,1,0,0,5,1,0,0,0,0,4,0,0,0,"Negative",1,0
"character(0)1046",3,0,6,2,0,1,6,2,0,0,1,1,1,0,0,0,"Negative",0,1
"character(0)1047",4,0,2,6,0,2,7,1,0,1,1,1,0,0,0,0,"Negative",0,2
"character(0)1048",0,0,3,0,0,1,1,1,0,0,2,0,2,0,0,0,"Negative",1,0
"character(0)1049",1,0,0,0,0,3,5,0,0,6,0,1,0,0,0,0,"Negative",0,0
"character(0)1050",0,0,1,3,0,0,12,0,0,0,2,0,0,0,0,0,"Negative",0,0
"character(0)1051",2,0,6,0,0,0,4,0,0,1,0,0,2,0,0,0,"Negative",0,1
"character(0)1052",0,0,1,1,0,1,3,3,0,0,0,3,0,0,0,0,"Negative",0,0
"character(0)1053",1,0,8,0,0,1,14,3,0,1,0,1,4,0,0,0,"Negative",1,3
"character(0)1054",2,0,1,0,0,2,1,0,0,2,2,2,0,0,0,0,"Negative",3,2
"character(0)1055",1,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1056",0,0,9,4,0,1,0,0,0,0,0,2,2,0,0,0,"Negative",1,1
"character(0)1057",2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,"Negative",1,1
"character(0)1058",3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1059",0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1060",0,0,8,2,0,2,0,0,0,2,1,0,1,0,0,0,"Negative",4,1
"character(0)1061",2,0,7,1,0,5,7,2,0,1,0,4,4,0,0,0,"Negative",3,1
"character(0)1062",0,0,4,1,0,0,3,1,0,2,3,1,0,0,0,0,"Negative",3,1
"character(0)1063",2,0,6,0,0,1,7,4,0,0,1,1,7,0,0,0,"Negative",2,3
"character(0)1064",3,0,3,6,0,1,12,2,0,4,0,0,2,0,0,0,"Negative",4,2
"character(0)1065",5,0,2,5,0,4,7,2,0,1,1,1,3,0,0,0,"Negative",3,2
"character(0)1066",2,0,9,1,0,3,2,3,0,2,4,1,1,0,0,0,"Negative",2,4
"character(0)1067",2,0,10,2,0,2,0,3,0,0,0,2,1,0,0,0,"Negative",0,0
"character(0)1068",1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,"Negative",1,1
"character(0)1069",4,0,5,0,0,1,2,0,0,0,2,0,0,0,0,0,"Negative",1,2
"character(0)1070",2,0,7,0,0,0,6,0,0,1,2,3,1,0,0,0,"Negative",0,0
"character(0)1071",1,0,0,1,0,0,5,1,0,1,0,1,2,0,0,0,"Negative",0,0
"character(0)1072",0,0,6,3,0,0,5,1,0,1,2,2,1,0,0,0,"Negative",2,0
"character(0)1073",7,0,5,0,0,4,1,2,0,2,4,2,1,0,0,0,"Negative",0,1
"character(0)1074",2,0,0,1,0,0,6,1,0,0,2,1,0,0,0,0,"Negative",1,0
"character(0)1075",1,0,8,0,0,2,0,1,0,0,0,1,1,0,0,0,"Negative",1,1
"character(0)1076",0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,"Negative",0,0
"character(0)1077",4,0,3,1,0,1,5,7,0,0,0,1,0,0,0,0,"Negative",0,1
"character(0)1078",2,0,9,2,0,3,2,0,0,1,1,0,3,0,0,0,"Negative",0,1
"character(0)1079",7,0,7,2,0,8,7,1,0,2,2,0,1,0,0,0,"Negative",2,1
"character(0)1080",3,0,9,1,0,1,1,1,0,2,0,0,0,0,0,0,"Negative",0,2
"character(0)1081",1,0,3,1,0,3,2,1,0,2,0,0,1,0,0,0,"Negative",0,0
"character(0)1082",4,0,4,0,0,5,1,2,0,0,0,1,0,0,0,0,"Negative",2,0
"character(0)1083",2,0,5,1,0,3,6,0,0,2,4,3,2,0,0,0,"Negative",3,1
"character(0)1084",6,0,13,3,0,1,1,0,0,1,0,3,1,0,0,0,"Negative",0,0
"character(0)1085",0,0,1,2,0,1,5,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1086",4,0,13,1,0,3,3,3,0,0,0,3,3,0,0,0,"Negative",2,7
"character(0)1087",2,0,17,2,0,3,1,3,0,1,2,5,0,0,0,0,"Negative",1,0
"character(0)1088",1,0,7,0,0,0,4,1,0,0,3,0,0,0,0,0,"Negative",0,0
"character(0)1089",2,0,3,0,0,1,3,2,0,3,0,1,1,0,0,0,"Negative",0,1
"character(0)1090",1,0,18,6,0,1,1,2,0,1,1,5,2,0,0,0,"Negative",1,1
"character(0)1091",0,0,1,2,0,0,5,0,0,1,0,3,1,0,0,0,"Negative",0,0
"character(0)1092",3,0,3,2,0,2,4,1,0,1,0,2,1,0,0,0,"Negative",3,1
"character(0)1093",2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,"Negative",0,0
"character(0)1094",0,0,7,0,0,6,0,3,0,0,0,2,0,0,0,0,"Negative",0,0
"character(0)1095",0,0,4,0,0,5,1,0,0,0,2,0,3,0,0,0,"Negative",0,0
"character(0)1096",0,0,2,2,0,0,2,3,0,0,0,1,2,0,0,0,"Negative",0,1
"character(0)1097",1,0,9,2,0,4,1,1,0,0,1,2,0,0,0,0,"Negative",1,0
"character(0)1098",2,0,2,1,0,0,5,1,0,1,0,2,2,0,0,0,"Negative",1,0
"character(0)1099",2,0,1,0,0,1,3,1,0,0,0,2,0,0,0,0,"Negative",3,1
"character(0)1100",7,0,22,3,0,4,3,6,0,0,1,1,5,0,0,0,"Negative",4,5
"character(0)1101",0,0,2,0,0,1,6,4,0,4,1,2,1,0,0,0,"Negative",1,0
"character(0)1102",0,0,10,0,0,2,7,1,0,1,0,0,3,0,0,0,"Negative",0,3
"character(0)1103",2,0,13,2,0,2,1,1,0,1,1,1,1,0,0,0,"Negative",1,1
"character(0)1104",1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1105",0,0,9,1,0,0,7,0,0,1,3,0,3,0,0,0,"Negative",3,3
"character(0)1106",0,0,3,1,0,0,3,1,0,1,1,0,2,0,0,0,"Negative",0,0
"character(0)1107",3,0,19,1,0,3,8,5,0,1,4,0,7,0,0,0,"Negative",1,0
"character(0)1108",3,0,5,1,0,1,1,1,0,0,2,2,0,0,0,0,"Negative",0,1
"character(0)1109",2,0,3,0,0,1,3,4,0,0,0,2,0,0,0,0,"Negative",0,1
"character(0)1110",0,0,2,2,0,2,2,0,0,1,2,1,0,0,0,0,"Negative",0,0
"character(0)1111",5,0,9,0,0,2,2,1,0,1,2,0,3,0,0,0,"Negative",1,2
"character(0)1112",4,0,8,3,0,4,7,0,0,0,1,0,6,0,0,0,"Negative",0,2
"character(0)1113",3,0,8,2,0,1,2,0,0,3,1,1,2,0,0,0,"Negative",2,1
"character(0)1114",1,0,1,1,0,0,5,1,0,1,0,0,0,0,0,0,"Negative",0,1
"character(0)1115",3,0,6,2,0,1,3,3,0,4,0,1,0,0,0,0,"Negative",3,0
"character(0)1116",0,0,1,1,0,1,0,4,0,1,2,0,0,0,0,0,"Negative",0,0
"character(0)1117",2,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,"Negative",0,1
"character(0)1118",2,0,7,0,0,4,1,1,0,3,1,2,2,0,0,0,"Negative",0,7
"character(0)1119",2,0,3,0,0,1,3,1,0,1,0,0,0,0,0,0,"Negative",0,1
"character(0)1120",4,0,6,1,0,3,2,4,0,0,0,3,4,0,0,0,"Negative",0,1
"character(0)1121",1,0,5,0,0,1,2,0,0,2,0,0,0,0,0,0,"Negative",2,1
"character(0)1122",1,0,18,9,0,5,1,6,0,3,0,2,3,0,0,0,"Negative",3,4
"character(0)1123",1,0,4,0,0,0,2,2,0,1,0,0,1,0,0,0,"Negative",1,1
"character(0)1124",0,0,0,1,0,1,11,2,0,4,1,0,1,0,0,0,"Negative",2,2
"character(0)1125",1,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1126",6,0,6,0,0,0,7,1,0,1,2,2,2,0,0,0,"Negative",0,2
"character(0)1127",0,0,3,0,0,2,3,0,0,4,1,1,1,0,0,0,"Negative",3,0
"character(0)1128",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,"Negative",1,1
"character(0)1129",1,0,6,0,0,1,2,0,0,0,1,0,0,0,0,0,"Negative",0,2
"character(0)1130",0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,"Negative",1,0
"character(0)1131",8,0,12,3,0,5,0,1,0,4,5,0,5,0,0,0,"Negative",3,3
"character(0)1132",2,0,4,0,0,2,1,0,0,0,2,0,1,0,0,0,"Negative",0,0
"character(0)1133",0,0,1,0,0,0,9,0,0,2,0,0,1,0,0,0,"Negative",0,1
"character(0)1134",1,0,2,1,0,2,9,2,0,0,2,1,1,0,0,0,"Negative",3,0
"character(0)1135",5,0,6,5,0,2,3,1,0,3,1,0,2,0,0,0,"Negative",0,0
"character(0)1136",1,0,6,2,0,0,1,3,0,1,6,4,5,0,0,0,"Negative",0,2
"character(0)1137",1,0,8,2,0,0,8,2,0,0,3,0,3,0,0,0,"Negative",1,0
"character(0)1138",0,0,17,3,0,7,2,1,0,3,6,3,2,0,0,0,"Negative",2,0
"character(0)1139",3,0,1,6,0,1,13,0,0,0,2,3,2,0,0,0,"Negative",0,4
"character(0)1140",3,0,13,9,0,5,2,4,0,1,5,1,7,0,0,0,"Negative",1,1
"character(0)1141",2,0,10,1,0,7,10,7,0,2,3,0,0,0,0,0,"Negative",1,1
"character(0)1142",0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1143",3,0,6,3,0,2,3,1,0,1,1,0,1,0,0,0,"Negative",1,3
"character(0)1144",6,0,4,1,0,2,7,1,0,2,5,0,0,0,0,0,"Negative",1,1
"character(0)1145",2,0,9,0,0,1,2,0,0,1,1,1,2,0,0,0,"Negative",0,3
"character(0)1146",3,0,1,1,0,0,1,0,0,1,2,0,1,0,0,0,"Negative",1,0
"character(0)1147",2,0,4,2,0,2,3,1,0,6,1,1,3,0,0,0,"Negative",0,0
"character(0)1148",1,0,7,2,0,2,4,2,0,1,4,0,4,0,0,0,"Negative",4,2
"character(0)1149",4,0,1,2,0,0,6,4,0,3,2,0,2,0,0,0,"Negative",4,0
"character(0)1150",1,0,6,0,0,0,2,1,0,1,0,0,1,0,0,0,"Negative",0,2
"character(0)1151",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Negative",1,0
"character(0)1152",0,0,2,2,0,0,2,0,0,1,1,1,0,0,0,0,"Negative",0,0
"character(0)1153",2,0,3,1,0,2,2,0,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1154",6,0,6,0,0,1,4,0,0,0,5,1,2,0,0,0,"Negative",1,0
"character(0)1155",1,0,2,0,0,0,5,2,0,0,0,3,1,0,0,0,"Negative",2,0
